HandID,Board,Winner,WinType,Pot,human_Hole,bot_Hole,human_Bucket,bot_Bucket,human_Action,bot_Action,human_Delta,bot_Delta,PlayerCategory,BluffDetected
1,J♣6♥7♣A♠K♠,human,showdown,120,9♠8♥,5♣2♦,98o,52o,call,,60,-60,,No
