HandID,Board,Winner,WinType,Pot,h_Hole,cfr_Hole,h_Bucket,cfr_Bucket,h_Action,cfr_Action,h_Delta,cfr_Delta
1168,Q♦8♠7♠K♣4♠,cfr_bot,showdown,40,5♥J♦,A♣J♣,J5o,AJs,raise,raise,950,-960
1169,9♦6♦6♠2♣A♥,h_bot,showdown,90,K♠6♥,5♥K♥,K6o,K5s,raise,call,990,-1000
1170,K♣2♠J♥5♣4♥,h_bot,showdown,90,A♠4♣,9♣8♣,A4o,98s,raise,fold,990,-1000
1171,5♣3♣4♥A♦5♥,cfr_bot,showdown,10,A♣6♦,J♠A♠,A6o,AJs,fold,call,980,-990
1172,9♦T♥8♦3♦T♠,cfr_bot,showdown,140,7♠K♣,K♥3♠,K7o,K3o,raise,fold,850,-860
1173,6♥T♠5♠K♦8♣,h_bot,showdown,140,K♠2♠,Q♦9♣,K2s,Q9o,fold,call,980,-990
1174,K♥6♣3♠5♥J♠,h_bot|cfr_bot,split,140,3♦9♥,3♣9♦,93o,93o,fold,call,920,-930
1175,3♠Q♠7♣K♥K♠,h_bot,showdown,80,A♣6♠,J♥9♥,A6o,J9s,fold,fold,990,-1000
1176,T♦4♦T♣4♥2♠,cfr_bot,showdown,170,9♠6♦,K♠2♥,96o,K2o,raise,call,820,-830
1177,9♠Q♣5♣8♦9♦,cfr_bot,showdown,380,4♥A♣,9♣8♠,A4o,98o,raise,call,610,-620
1178,3♣2♠2♥4♥K♣,cfr_bot,showdown,420,8♥T♠,T♣4♣,T8o,T4s,fold,call,400,-410
1179,5♣A♠5♠Q♦5♥,h_bot|cfr_bot,split,500,6♥K♦,K♥8♠,K6o,K8o,raise,call,400,-410
1180,Q♥J♥K♠9♠8♦,cfr_bot,showdown,260,2♥4♠,7♠K♦,42o,K7o,fold,fold,150,-160
1181,A♠9♦5♥7♦5♦,cfr_bot,showdown,260,Q♠K♣,A♥3♠,KQo,A3o,fold,fold,140,-150
1182,9♦2♣T♠K♦5♣,h_bot,showdown,300,2♥5♠,8♠T♦,52o,T8o,raise,fold,150,-160
1183,4♣8♣T♥K♠8♥,h_bot,showdown,660,K♦T♣,K♥6♦,KTo,K6o,raise,call,480,-490
1184,7♠Q♠2♦9♣2♣,h_bot,showdown,660,Q♥Q♦,5♠7♥,QQ,75o,fold,call,810,-820
1185,6♠A♦J♦8♦2♠,h_bot,showdown,190,8♠3♠,3♣Q♣,83s,Q3s,fold,call,990,-1000
1186,8♦7♥T♦9♦2♦,cfr_bot,showdown,330,2♥2♣,K♦Q♥,22,KQo,fold,fold,660,-670
1187,4♠2♦3♥Q♠6♥,cfr_bot,showdown,340,7♣3♦,Q♦2♠,73o,Q2o,fold,call,650,-660
1188,5♠9♠9♦4♥5♦,h_bot,showdown,710,A♥Q♥,2♣7♠,AQs,72o,raise,call,990,-1000
1189,9♦6♣T♣A♦4♣,h_bot,showdown,10,7♠2♠,3♠5♠,72s,53s,fold,call,990,-1000
1190,5♦3♦J♠3♣T♦,h_bot,showdown,370,8♥8♦,6♦2♥,88,62o,fold,call,990,-1000
1191,2♣7♥A♥2♥K♣,cfr_bot,showdown,410,3♠K♠,9♠2♦,K3s,92o,raise,fold,580,-590
1192,Q♦8♥2♠3♣J♦,h_bot,showdown,820,K♣4♦,6♣T♠,K4o,T6o,fold,call,990,-1000
1193,7♠3♥4♠K♥7♥,cfr_bot,showdown,10,5♣4♣,6♣7♣,54s,76s,fold,call,980,-990
1194,T♣A♦8♥8♦6♦,cfr_bot,showdown,420,7♥3♣,K♦Q♦,73o,KQs,fold,fold,570,-580
1195,J♣5♥T♠4♦Q♦,h_bot,showdown,420,A♣K♠,A♠6♣,AKo,A6o,fold,call,980,-990
1196,K♣5♣6♦Q♥8♥,cfr_bot,showdown,420,J♦6♠,A♦Q♣,J6o,AQo,fold,fold,570,-580
1197,2♠6♣7♠3♣8♠,cfr_bot,showdown,860,Q♣4♦,7♣A♦,Q4o,A7o,raise,fold,120,-130
1198,2♦9♦Q♠3♥8♥,cfr_bot,showdown,900,8♠7♦,9♠K♦,87o,K9o,fold,call,-330,320
1199,4♠K♦3♦5♠5♣,h_bot,showdown,460,J♣4♣,T♦3♣,J4s,T3o,fold,call,120,-130
1200,3♦Q♥5♠K♦T♦,h_bot,showdown,500,K♠6♣,Q♦4♥,K6o,Q4o,raise,fold,130,-140
1201,9♥T♠8♣J♠6♣,h_bot,showdown,500,J♣6♦,T♥A♠,J6o,ATo,fold,call,620,-630
1202,J♥6♣2♥Q♠A♦,h_bot,showdown,900,2♠7♣,7♥T♠,72o,T7o,raise,call,990,-1000
1203,4♦K♦9♥6♦8♦,cfr_bot,showdown,10,J♠7♠,6♠K♥,J7s,K6o,fold,call,980,-990
1204,9♦7♣8♣7♥T♦,h_bot,showdown,540,8♦T♣,K♠T♠,T8o,KTs,fold,call,990,-1000
1205,8♠5♣Q♥9♣6♦,h_bot|cfr_bot,split,10,4♣7♦,9♥7♥,74o,97s,fold,fold,985,-995
1206,T♣5♦4♣2♦4♦,h_bot,showdown,535,9♥T♦,T♠6♥,T9o,T6o,fold,call,990,-1000
1207,2♠T♦J♦J♥9♥,cfr_bot,showdown,10,Q♥2♥,3♠T♣,Q2s,T3o,fold,call,980,-990
1208,J♥J♣9♦Q♥7♠,cfr_bot,showdown,540,8♠2♠,9♠7♣,82s,97o,fold,fold,450,-460
1209,3♦7♥6♦J♠3♥,cfr_bot,showdown,540,2♠A♥,7♦6♣,A2o,76o,fold,call,440,-450
1210,Q♦K♥8♠Q♥7♦,h_bot,showdown,580,A♦5♣,9♠J♠,A5o,J9s,raise,fold,450,-460
1211,3♦A♥8♥K♥7♦,h_bot,showdown,550,6♠8♣,9♣5♦,86o,95o,fold,fold,990,-1000
1212,6♣T♣3♣6♥8♦,cfr_bot,showdown,610,4♠T♠,6♠A♣,T4s,A6o,raise,fold,380,-390
1213,6♦5♣8♣4♣K♦,h_bot,showdown,1260,8♠9♦,6♣T♠,98o,T6o,raise,call,990,-1000
1214,6♦8♠2♠K♣T♣,cfr_bot,showdown,690,5♣J♠,K♥7♠,J5o,K7o,raise,fold,300,-310
1215,6♠T♠4♣7♦4♥,cfr_bot,showdown,700,3♠K♦,6♣5♣,K3o,65s,fold,call,290,-300
1216,4♥J♣9♦A♣6♦,h_bot,showdown,700,A♥9♥,8♠4♦,A9s,84o,fold,fold,300,-310
1217,8♠K♦3♦A♥5♠,cfr_bot,showdown,1420,9♣J♠,Q♠5♥,J9o,Q5o,raise,call,-430,420
1218,K♣A♦8♦6♠K♦,h_bot,showdown,1300,9♦3♦,Q♦2♣,93s,Q2o,fold,call,300,-310
1219,6♠4♥A♦J♦2♥,cfr_bot,showdown,700,2♠8♣,9♥4♠,82o,94o,fold,call,290,-300
1220,4♣2♦5♦4♠4♥,h_bot,showdown,1430,6♥2♠,7♥J♠,62o,J7o,fold,raise,990,-1000
1221,8♣9♦3♦7♣2♠,cfr_bot,showdown,10,8♠K♠,A♣A♦,K8s,AA,fold,call,980,-990
1222,8♠T♠9♠2♣2♥,h_bot,showdown,750,2♠Q♠,J♥8♦,Q2s,J8o,raise,fold,990,-1000
1223,3♥5♠J♥A♠4♥,cfr_bot,showdown,10,8♦7♠,A♥9♠,87o,A9o,fold,call,980,-990
1224,Q♦8♠4♣Q♣3♠,cfr_bot,showdown,750,5♦9♣,9♦4♥,95o,94o,fold,call,240,-250
1225,5♣Q♥K♦6♦6♠,cfr_bot,showdown,1520,7♥T♠,T♣J♠,T7o,JTo,raise,fold,-540,530
1226,T♥K♥8♣A♥J♥,cfr_bot,showdown,470,A♠9♦,8♦A♣,A9o,A8o,raise,fold,-1000,990
1227,6♥Q♠2♣7♦K♠,cfr_bot,showdown,460,9♣6♣,9♦Q♦,96s,Q9s,raise,call,-1000,990
1228,9♠K♥A♠Q♦7♣,h_bot,showdown,10,6♠6♣,T♦6♥,66,T6o,raise,call,-990,980
1229,A♥7♣4♣5♥9♠,cfr_bot,showdown,20,J♦T♥,K♥2♥,JTo,K2s,raise,call,-1000,990
1230,6♣8♦A♣2♥Q♥,cfr_bot,showdown,10,7♣7♥,8♥Q♠,77,Q8o,raise,call,-1000,990
1231,K♥6♠8♣4♥9♠,cfr_bot,showdown,0,Q♦6♦,9♣9♦,Q6s,99,raise,call,-1000,990
1232,8♠2♣4♦9♥8♦,cfr_bot,showdown,50,A♣3♠,7♣9♦,A3o,97o,fold,raise,-1000,990
1233,J♠K♠3♠9♣6♠,cfr_bot,showdown,50,J♥8♥,2♠A♦,J8s,A2o,fold,call,-1000,990
1234,T♦4♥J♠5♣2♦,h_bot,showdown,50,4♣K♠,A♦9♥,K4o,A9o,fold,call,-950,940
1235,A♦5♦7♦4♦K♠,cfr_bot,showdown,60,T♥6♣,J♣3♦,T6o,J3o,fold,call,-960,950
1236,K♠9♠7♠6♥8♣,h_bot,showdown,80,4♠A♠,2♠4♣,A4s,42o,raise,call,-920,910
1237,9♣5♣6♣A♣8♦,cfr_bot,showdown,120,J♦T♠,K♣7♥,JTo,K7o,raise,fold,-1000,990
1238,Q♣8♠A♣T♦4♥,cfr_bot,showdown,10,3♦9♠,J♦8♣,93o,J8o,fold,fold,-1000,990
1239,5♥4♦9♣J♣T♣,cfr_bot,showdown,80,A♥K♦,5♣J♥,AKo,J5o,raise,call,-1000,990
1240,J♠3♥5♣4♣7♣,cfr_bot,showdown,10,K♠3♠,4♥J♦,K3s,J4o,raise,call,-1000,990
1241,5♠6♥2♣K♥A♦,h_bot,showdown,0,A♠6♣,7♠7♥,A6o,77,fold,call,-1000,990
1242,A♣A♠J♥J♦A♥,h_bot|cfr_bot,split,10,5♣7♦,6♠4♦,75o,64o,fold,call,-995,985
1243,A♠4♣9♣3♦J♥,cfr_bot,showdown,5,7♦2♠,5♥8♣,72o,85o,raise,fold,-1000,990
1244,9♦4♠Q♦9♠4♦,cfr_bot,showdown,10,Q♣7♥,7♣9♣,Q7o,97s,raise,call,-1000,990
1245,9♥T♠3♦A♠J♣,h_bot,showdown,0,7♠8♠,2♠4♦,87s,42o,fold,call,-1000,990
1246,5♥6♥J♣Q♦A♠,h_bot,showdown,50,4♥Q♠,8♥9♥,Q4o,98s,raise,raise,-950,940
1247,4♣K♦Q♥K♠T♠,cfr_bot,showdown,60,T♣J♠,3♣K♥,JTo,K3o,fold,call,-960,950
1248,Q♥J♠4♥T♠8♦,cfr_bot,showdown,50,8♠6♦,Q♣2♥,86o,Q2o,fold,fold,-1000,990
1249,K♥6♥4♥7♥7♠,cfr_bot,showdown,50,3♦Q♣,5♥3♣,Q3o,53o,fold,call,-1000,990
1250,T♥T♠Q♣J♥2♥,h_bot|cfr_bot,split,10,3♦9♦,4♣9♣,93s,94s,fold,fold,-995,985
1251,J♥9♦4♦4♠5♣,cfr_bot,showdown,55,7♣5♦,9♠Q♣,75o,Q9o,fold,call,-1000,990
1252,8♥3♥5♦K♣3♦,h_bot,showdown,10,5♣2♦,9♥7♥,52o,97s,raise,call,-990,980
1253,9♣7♠A♥K♥Q♥,cfr_bot,showdown,20,5♣T♠,J♣2♠,T5o,J2o,raise,call,-1000,990
1254,K♦J♣Q♠4♥A♥,cfr_bot,showdown,10,7♠7♦,6♣Q♣,77,Q6s,fold,call,-1000,990
1255,T♣9♠T♠9♣Q♣,h_bot,showdown,10,4♠T♦,A♥4♦,T4o,A4o,raise,call,-990,980
1256,7♦8♠2♦3♣J♦,cfr_bot,showdown,10,T♥5♠,4♠3♦,T5o,43o,fold,call,-990,980
1257,3♦3♣5♥Q♦T♦,cfr_bot,showdown,10,J♥8♥,5♣A♣,J8s,A5s,fold,fold,-1000,990
1258,2♥6♠Q♦K♠3♠,h_bot,showdown,10,6♣Q♥,6♥J♣,Q6o,J6o,raise,call,-990,980
1259,3♥2♥A♥3♠7♥,cfr_bot,showdown,10,Q♠9♦,8♠A♣,Q9o,A8o,fold,call,-1000,990
1260,4♣6♣8♥Q♠T♥,cfr_bot,showdown,10,K♠3♣,3♦8♣,K3o,83o,fold,call,-1000,990
1261,9♦A♦Q♠Q♥4♠,h_bot,showdown,0,4♣3♣,T♥J♥,43s,JTs,fold,call,-1000,990
1262,2♣2♠8♣Q♠4♠,h_bot,showdown,10,3♥8♠,6♣K♥,83o,K6o,fold,call,-990,980
1263,3♥K♦2♣4♦J♠,cfr_bot,showdown,10,2♠3♦,J♦2♥,32o,J2o,raise,fold,-1000,990
1264,Q♣7♦4♠J♦Q♦,cfr_bot,showdown,10,8♥T♥,A♠8♦,T8s,A8o,call,call,-1000,990
1265,5♦Q♣2♦8♦Q♥,cfr_bot,showdown,10,4♥7♥,9♣K♥,74s,K9o,call,call,-1000,990
1266,5♥3♠K♠A♣Q♣,cfr_bot,showdown,10,T♥2♥,8♥T♠,T2s,T8o,fold,fold,-1000,990
1267,7♥8♠6♣7♠5♣,cfr_bot,showdown,10,K♦8♣,4♣5♥,K8o,54o,raise,call,-1000,990
1268,J♦J♥T♣6♦9♦,cfr_bot,showdown,10,A♣8♥,5♦6♣,A8o,65o,raise,call,-1000,990
1269,4♣K♦3♦Q♦4♦,h_bot,showdown,0,J♦8♥,3♠2♥,J8o,32o,fold,call,-1000,990
1270,6♦3♠6♥T♦4♣,cfr_bot,showdown,10,8♦9♠,4♠A♣,98o,A4o,raise,call,-1000,990
1271,5♦6♣8♣A♥4♦,h_bot,showdown,0,3♣2♣,6♠Q♦,32s,Q6o,fold,call,-1000,990
1272,J♠9♦2♦J♦4♦,h_bot,showdown,10,K♣J♣,7♠5♠,KJs,75s,fold,call,-990,980
1273,J♣9♥7♣3♦8♣,h_bot,showdown,10,3♣3♠,5♠4♥,33,54o,fold,fold,-990,980
1274,J♥3♥T♣2♦J♦,cfr_bot,showdown,20,5♦6♣,J♣7♦,65o,J7o,raise,call,-1000,990
1275,6♣Q♠7♠Q♥4♦,h_bot,showdown,10,8♥5♣,Q♦J♣,85o,QJo,fold,call,-990,980
1276,K♣7♦5♥3♠4♦,h_bot,showdown,20,3♦4♠,4♣T♦,43o,T4o,fold,call,-980,970
1277,6♦2♥A♠J♦9♥,h_bot,showdown,20,2♣5♣,K♦8♣,52s,K8o,fold,call,-970,960
1278,2♥8♦5♣6♠A♣,h_bot,showdown,40,5♥7♥,7♦J♠,75s,J7o,raise,fold,-960,950
1279,3♦T♠5♥6♦6♥,h_bot,showdown,70,4♣A♥,J♦2♥,A4o,J2o,raise,fold,-930,920
1280,6♠9♥5♦5♥Q♦,h_bot,showdown,140,J♦4♠,4♣3♠,J4o,43o,raise,call,-860,850
1281,J♣5♠8♦A♠A♦,cfr_bot,showdown,120,7♠3♥,5♥2♥,73o,52s,fold,raise,-870,860
1282,3♦5♦4♣2♥J♠,cfr_bot,showdown,260,9♦7♥,2♣A♣,97o,A2s,raise,call,-1000,990
1283,2♦7♠T♦7♥2♠,h_bot,showdown,170,5♠5♣,3♠3♦,55,33,raise,raise,-830,820
1284,5♥2♠J♣J♠A♣,cfr_bot,showdown,180,7♦Q♦,9♥5♦,Q7s,95o,raise,fold,-1000,990
1285,K♥5♦9♦5♠2♠,h_bot,showdown,170,9♥9♠,K♣Q♦,99,KQo,fold,call,-830,820
1286,T♦9♠5♠J♣Q♥,h_bot,showdown,180,K♦8♥,6♦6♣,K8o,66,fold,fold,-820,810
1287,J♣6♥T♣7♠9♠,h_bot|cfr_bot,split,360,K♦2♥,5♥K♠,K2o,K5o,raise,call,-820,810
1288,J♣K♦K♥2♦K♠,h_bot,showdown,360,2♣2♥,5♥Q♦,22,Q5o,fold,call,-640,630
1289,9♠2♠Q♥A♠A♦,h_bot,showdown,360,A♥T♥,5♣3♠,ATs,53o,call,call,-460,450
1290,6♦9♣2♦J♦6♠,h_bot,showdown,190,6♣7♣,J♥9♠,76s,J9o,fold,fold,-450,440
1291,K♦T♥Q♣2♥Q♦,h_bot,showdown,440,Q♥2♦,8♦K♠,Q2o,K8o,raise,call,-230,220
1292,A♥7♥6♦2♣8♦,h_bot,showdown,230,4♣2♥,K♦Q♠,42o,KQo,fold,fold,-220,210
1293,Q♠2♣6♣6♥6♦,h_bot,showdown,480,9♦A♥,T♦8♠,A9o,T8o,raise,fold,0,-10
1294,A♠5♥8♣9♦5♦,h_bot,showdown,270,2♣9♣,K♣Q♥,92s,KQo,fold,fold,10,-20
1295,K♥T♠5♥T♣2♠,h_bot,showdown,270,J♥K♠,7♣A♠,KJo,A7o,fold,call,270,-280
1296,A♥7♠7♣A♠4♠,cfr_bot,showdown,600,9♣6♣,T♠J♠,96s,JTs,raise,call,-30,20
1297,4♥A♠3♣J♦9♥,cfr_bot,showdown,310,2♠K♠,J♠4♣,K2s,J4o,fold,call,-40,30
1298,3♠T♦J♦9♣3♥,h_bot,showdown,350,3♣Q♣,J♠2♠,Q3s,J2s,raise,fold,-30,20
1299,9♦5♠Q♥4♣5♣,h_bot,showdown,760,3♥A♥,K♦T♣,A3s,KTo,raise,call,350,-360
1300,5♠8♦3♣T♣Q♥,cfr_bot,showdown,430,A♣4♦,9♦Q♣,A4o,Q9o,raise,fold,-70,60
1301,K♦9♥T♦J♦4♣,h_bot,showdown,430,4♦J♥,5♥T♣,J4o,T5o,fold,call,350,-360
