HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
4999,5♦A♠8♣7♣7♦,r_bot,showdown,354,2♣6♥,9♥T♠,62o,T9o,fold,call,-298,286
5000,K♣6♦K♥7♠7♥,h_bot|r_bot,split,718,6♠3♦,6♥4♦,63o,64o,fold,raise,-283,271
5001,T♦7♠T♠Q♦A♦,h_bot,showdown,748,J♥5♠,9♠8♠,J5o,98s,call,call,91,-103
5002,K♠J♦6♣Q♦5♥,h_bot,showdown,778,K♥Q♣,7♥A♥,KQo,A7s,fold,raise,495,-507
5003,T♣J♦Q♠J♥Q♥,r_bot,showdown,414,K♣6♣,K♠Q♣,K6s,KQo,fold,call,485,-497
5004,T♠8♦4♣2♠Q♣,h_bot,showdown,808,8♥A♣,2♣J♣,A8o,J2s,fold,call,889,-901
5005,4♠9♦A♦J♦T♠,r_bot,showdown,109,Q♦4♥,2♠9♥,Q4o,92o,fold,fold,879,-891
5006,5♥3♦3♣5♦3♥,h_bot|r_bot,split,563,J♥A♦,6♣K♣,AJo,K6s,raise,raise,706,-719
5007,6♣8♥4♠7♥A♠,h_bot|r_bot,split,318,5♣A♣,K♦5♦,A5s,K5s,raise,call,706,-719
5008,6♦Q♣8♠Q♦9♠,h_bot,showdown,418,8♦9♥,5♣3♦,98o,53o,raise,call,915,-928
5009,2♦9♦K♦T♦T♣,r_bot,showdown,281,4♣3♠,6♠T♥,43o,T6o,call,call,706,-719
5010,4♥2♦J♠Q♣J♦,h_bot,showdown,219,K♠6♠,5♦9♠,K6s,95o,fold,fold,716,-729
5011,3♦2♣Q♥3♥T♣,r_bot,showdown,468,8♥9♦,T♥5♦,98o,T5o,raise,fold,457,-470
5012,7♠Q♥6♠2♠2♦,h_bot,showdown,618,J♠A♦,9♥T♠,AJo,T9o,raise,call,766,-779
5013,Q♠9♥J♠6♠3♣,r_bot,showdown,580,K♦A♦,3♠6♦,AKs,63o,raise,fold,407,-420
5014,J♣6♥5♥4♥J♦,h_bot,showdown,369,5♦4♠,9♦K♥,54o,K9o,fold,fold,417,-430
5015,Q♣T♠T♥T♦Q♠,h_bot|r_bot,split,369,K♠6♣,6♦2♦,K6o,62s,fold,call,591,-605
5016,J♠3♥T♠Q♣8♥,r_bot,showdown,718,A♣7♠,3♠3♦,A7o,33,fold,call,232,-246
5017,4♥Q♦K♠A♠7♥,h_bot,showdown,409,4♠J♣,9♠J♥,J4o,J9o,fold,raise,631,-645
5018,7♥9♥K♥5♦Q♥,h_bot,showdown,459,J♦A♥,J♥5♥,AJo,J5s,raise,fold,641,-655
5019,J♦5♦9♣J♠6♠,h_bot,showdown,355,3♣6♦,8♣4♥,63o,84o,fold,call,986,-1000
5020,Q♦9♥T♦7♥K♣,h_bot,showdown,499,A♠J♣,4♦J♠,AJo,J4o,raise,call,986,-1000
5021,K♥T♥3♥8♠7♣,h_bot,showdown,10,A♦8♣,9♣2♣,A8o,92s,fold,raise,986,-1000
5022,7♦3♥T♦8♠2♠,r_bot,showdown,50,4♦K♦,3♣6♦,K4s,63o,raise,fold,936,-950
5023,J♥Q♦3♠4♦6♥,r_bot,showdown,150,9♣K♣,6♠3♣,K9s,63o,raise,call,836,-850
5024,Q♥6♥J♠2♥3♥,h_bot,showdown,160,5♣8♥,2♠4♥,85o,42o,raise,fold,846,-860
5025,8♠K♠4♦Q♥3♦,r_bot,showdown,340,J♣6♦,8♦9♦,J6o,98s,raise,call,646,-660
5026,6♦9♦Q♦7♣Q♠,h_bot,showdown,530,5♣8♦,9♣5♥,85o,95o,raise,raise,926,-940
5027,T♠3♠8♦T♥5♥,r_bot,showdown,70,K♥Q♥,T♣5♦,KQs,T5o,fold,call,916,-930
5028,T♥9♣4♠7♥4♣,r_bot,showdown,400,J♣5♦,A♥A♣,J5o,AA,raise,call,586,-600
5029,7♣K♠A♣8♦T♦,h_bot,showdown,340,4♦7♠,Q♠5♣,74o,Q5o,fold,call,916,-930
5030,5♠A♠3♦6♦7♠,r_bot,showdown,400,Q♦3♠,6♣9♣,Q3o,96s,fold,call,586,-600
5031,6♠3♣4♥A♠9♣,r_bot,showdown,710,T♦4♦,3♦4♠,T4s,43o,raise,fold,206,-220
5032,K♠6♥7♠7♥8♦,h_bot,showdown,760,9♣9♠,J♥2♥,99,J2s,fold,call,586,-600
5033,3♠9♦5♦J♠3♦,r_bot,showdown,810,A♦K♥,4♠9♥,AKo,94o,raise,fold,156,-170
5034,J♠J♦Q♠7♦6♥,h_bot,showdown,860,K♠Q♣,3♥4♦,KQo,43o,fold,call,586,-600
5035,8♣2♣2♥A♣Q♣,h_bot,showdown,410,7♣A♦,5♥K♦,A7o,K5o,fold,call,986,-1000
5036,J♠5♣7♠6♦A♦,h_bot,showdown,430,7♦7♥,5♦K♦,77,K5s,fold,call,986,-1000
5037,J♥7♣K♣2♥9♦,r_bot,showdown,10,4♣J♣,2♦9♥,J4s,92o,fold,call,976,-990
5038,2♦A♦5♠2♣4♦,h_bot,showdown,490,5♦J♠,9♦T♠,J5o,T9o,raise,call,986,-1000
5039,6♦A♠5♦5♣Q♦,h_bot,showdown,10,K♦J♦,A♣4♣,KJs,A4s,fold,call,986,-1000
5040,4♠Q♥9♠9♦2♥,h_bot,showdown,480,4♥A♠,5♦T♣,A4o,T5o,fold,call,986,-1000
5041,J♣6♣J♠9♥J♥,h_bot,showdown,10,9♣5♣,K♥A♣,95s,AKo,fold,fold,986,-1000
5042,Q♦Q♠2♥2♣J♣,r_bot,showdown,480,4♥J♥,2♠7♠,J4s,72s,fold,call,506,-520
5043,8♠5♥A♠7♦9♥,h_bot,showdown,1010,J♦T♥,A♥3♣,JTo,A3o,raise,call,986,-1000
5044,5♣4♠Q♦A♦K♥,h_bot,showdown,580,3♣Q♣,5♥3♥,Q3s,53s,raise,raise,986,-1000
5045,7♠Q♦8♦A♠A♦,r_bot,showdown,60,2♦2♥,4♦Q♥,22,Q4o,raise,fold,926,-940
5046,4♦5♦J♣K♣Q♠,h_bot,showdown,70,Q♦T♠,3♥3♣,QTo,33,fold,fold,936,-950
5047,3♣8♠3♦2♥2♦,r_bot,showdown,60,5♦4♦,9♠J♠,54s,J9s,fold,raise,926,-940
5048,5♥6♦3♥T♥Q♠,h_bot,showdown,100,Q♣9♥,7♠5♠,Q9o,75s,fold,call,976,-990
5049,A♣5♦K♠9♠K♣,r_bot,showdown,20,3♦T♦,J♥Q♠,T3s,QJo,fold,fold,966,-980
5050,A♣5♠4♠T♦6♠,r_bot,showdown,70,7♦6♦,2♥T♣,76s,T2o,fold,call,916,-930
5051,9♠Q♥8♠7♥J♠,h_bot,showdown,150,8♣T♣,2♦8♦,T8s,82s,raise,fold,966,-980
5052,A♦T♣3♦K♥9♣,h_bot,showdown,120,9♦5♦,2♥7♠,95s,72o,fold,call,986,-1000
5053,K♦9♣3♦A♥6♣,h_bot,showdown,10,9♠7♠,5♣J♦,97s,J5o,fold,call,986,-1000
5054,K♦6♣8♣7♠J♣,r_bot,showdown,100,3♥4♥,5♦6♥,43s,65o,fold,fold,886,-900
5055,K♣3♦T♥6♥K♥,h_bot,showdown,250,A♣2♣,7♦5♣,A2s,75o,raise,raise,986,-1000
5056,Q♠Q♣T♠3♦2♦,h_bot,showdown,150,A♦T♦,A♥7♠,ATs,A7o,raise,call,986,-1000
5057,4♣9♥T♣7♠3♥,r_bot,showdown,200,A♠3♣,8♥9♣,A3o,98o,raise,call,786,-800
5058,4♦Q♦J♦7♣8♥,r_bot,showdown,400,3♠9♥,K♣A♠,93o,AKo,fold,call,586,-600
5059,6♣6♦5♥T♠3♥,r_bot,showdown,210,K♠2♣,9♣9♠,K2o,99,fold,call,576,-590
5060,8♠9♣5♠7♠2♣,h_bot,showdown,210,Q♠6♠,T♠5♣,Q6s,T5o,fold,fold,586,-600
5061,Q♥9♦Q♦3♥Q♠,r_bot,showdown,450,J♥5♠,8♠K♥,J5o,K8o,raise,fold,336,-350
5062,5♥6♠7♦Q♣J♠,r_bot,showdown,310,J♣9♦,Q♠8♣,J9o,Q8o,raise,fold,36,-50
5063,7♥8♠J♥J♦T♦,r_bot,showdown,350,Q♦J♠,K♣9♥,QJo,K9o,fold,raise,26,-40
5064,4♦8♠7♠A♦Q♠,h_bot,showdown,680,K♣J♥,6♦9♣,KJo,96o,fold,call,366,-380
5065,A♥2♦Q♥J♦5♠,r_bot,showdown,780,9♣8♥,3♠4♥,98o,43o,raise,call,-24,10
5066,9♥6♦2♣3♥2♠,h_bot,showdown,880,Q♣Q♠,K♦4♠,QQ,K4o,raise,call,416,-430
5067,9♥2♣9♦3♠Q♠,r_bot,showdown,930,3♥2♦,9♠K♦,32o,K9o,raise,fold,-74,60
5068,A♥8♦T♠T♦J♥,r_bot,showdown,550,7♣6♠,5♥9♦,76o,95o,raise,fold,-614,600
5069,A♠9♥8♠8♦6♣,r_bot,showdown,550,Q♦4♠,9♦A♣,Q4o,A9o,fold,call,-624,610
5070,2♥9♥2♦A♣7♠,r_bot,showdown,386,5♠J♥,6♣6♠,J5o,66,raise,fold,-1000,986
5071,8♣6♣4♥4♦9♠,r_bot,showdown,376,7♠Q♦,7♥A♣,Q7o,A7o,raise,call,-1000,986
5072,J♣7♦3♥2♦3♠,r_bot,showdown,10,7♣A♣,J♦Q♦,A7s,QJs,raise,call,-1000,986
5073,9♠6♠3♥A♠K♦,r_bot,showdown,0,J♠8♥,8♦6♥,J8o,86o,fold,call,-1000,986
5074,T♦5♦4♦6♣8♣,r_bot,showdown,10,8♠J♥,8♥8♦,J8o,88,fold,call,-1000,986
5075,5♠Q♠2♣J♠9♠,h_bot,showdown,0,5♥7♥,K♣3♥,75s,K3o,fold,call,-1000,986
5076,Q♠7♠A♥A♠6♦,h_bot,showdown,10,4♠6♥,3♥J♠,64o,J3o,fold,call,-990,976
5077,7♣3♠3♦T♥2♠,h_bot,showdown,50,K♣6♣,Q♣8♣,K6s,Q8s,fold,raise,-950,936
5078,3♠J♠T♥5♦Q♠,h_bot,showdown,80,K♠T♠,K♣4♣,KTs,K4s,fold,call,-910,896
5079,Q♥J♥K♦3♣2♣,r_bot,showdown,50,7♥4♣,9♠9♣,74o,99,fold,call,-920,906
5080,8♥6♠A♥J♣9♠,h_bot,showdown,80,A♦8♣,Q♦4♠,A8o,Q4o,fold,call,-880,866
5081,6♥5♥Q♥K♦7♥,r_bot,showdown,210,7♦9♠,J♠7♠,97o,J7s,raise,raise,-970,956
5082,Q♥T♥Q♣4♥T♠,h_bot,showdown,40,Q♠6♦,7♥4♦,Q6o,74o,fold,fold,-960,946
5083,K♥4♦T♥A♥T♠,h_bot,showdown,130,Q♦A♦,9♠J♦,AQs,J9o,fold,call,-840,826
5084,7♠5♠5♣3♣A♣,h_bot|r_bot,split,130,T♣3♠,3♥T♥,T3o,T3s,fold,fold,-895,881
5085,2♠T♥9♦A♦T♦,r_bot,showdown,225,6♥5♥,4♦8♥,65s,84o,raise,call,-1000,986
5086,Q♠9♠5♣5♥4♥,r_bot,showdown,10,Q♥T♣,Q♦Q♣,QTo,QQ,fold,fold,-1000,986
5087,6♦6♥3♣7♠5♥,h_bot,showdown,105,Q♦Q♥,2♦T♣,QQ,T2o,raise,call,-895,881
5088,T♥T♦4♠8♥J♥,r_bot,showdown,60,2♣3♥,9♦9♠,32o,99,raise,fold,-945,931
5089,A♣4♦7♣Q♣A♦,r_bot,showdown,60,3♥5♥,6♠J♦,53s,J6o,fold,call,-955,941
5090,T♠K♦4♦A♠K♣,r_bot,showdown,55,7♣5♠,9♦8♥,75o,98o,raise,fold,-1000,986
5091,A♣6♦K♥7♣J♠,r_bot,showdown,45,2♣3♥,6♥J♦,32o,J6o,raise,call,-1000,986
5092,T♦K♦4♥5♣2♠,h_bot,showdown,10,5♥2♦,A♣K♣,52o,AKs,raise,call,-990,976
5093,7♦5♣J♣4♦8♣,r_bot,showdown,50,T♦5♥,A♦A♣,T5o,AA,fold,raise,-1000,986
5094,A♦8♥7♠J♥9♦,h_bot,showdown,10,T♦8♠,9♥9♣,T8o,99,raise,call,-990,976
5095,7♠T♠Q♠3♥4♥,h_bot,showdown,10,7♥4♣,3♣K♣,74o,K3s,fold,call,-990,976
5096,J♣T♥2♠A♥7♣,h_bot|r_bot,split,10,J♠8♥,J♦8♠,J8o,J8o,fold,call,-985,971
5097,2♠Q♣A♣2♦6♠,r_bot,showdown,30,9♠K♣,3♠A♠,K9o,A3s,raise,call,-1000,986
5098,8♠7♥4♣6♦5♦,h_bot,showdown,15,9♠5♠,Q♥4♥,95s,Q4s,fold,call,-985,971
5099,K♦T♦8♠3♦3♥,h_bot,showdown,30,T♠J♣,J♠5♥,JTo,J5o,raise,call,-970,956
5100,Q♥A♦2♠8♦9♣,h_bot,showdown,90,J♦A♠,5♣3♠,AJo,53o,raise,raise,-910,896
5101,Q♥A♣3♣8♦4♠,h_bot,showdown,70,K♣J♦,7♥T♣,KJo,T7o,fold,call,-850,836
5102,Q♦6♠K♥8♦2♥,r_bot,showdown,120,6♣4♣,9♣8♣,64s,98s,raise,fold,-960,946
5103,T♦5♥4♥4♠2♥,h_bot,showdown,150,9♠A♦,J♥7♣,A9o,J7o,raise,call,-850,836
5104,T♣A♦9♣K♠4♥,r_bot,showdown,180,3♦Q♦,8♣4♠,Q3s,84o,raise,call,-940,926
5105,J♣7♦4♣9♠3♣,r_bot,showdown,150,Q♦5♥,5♠5♣,Q5o,55,raise,call,-1000,986
5106,K♠K♦T♥4♦7♥,h_bot,showdown,60,5♠K♣,7♣9♦,K5o,97o,fold,call,-940,926
5107,4♠T♠3♣A♥6♥,h_bot,showdown,70,2♦6♠,K♠9♥,62o,K9o,fold,call,-880,866
5108,T♥9♦T♦Q♥Q♠,h_bot,showdown,150,Q♦2♥,5♦6♠,Q2o,65o,fold,raise,-790,776
5109,3♣T♠7♠8♠A♣,h_bot|r_bot,split,100,Q♥6♠,4♥Q♣,Q6o,Q4o,fold,call,-750,736
5110,T♠A♣9♣4♣Q♠,h_bot,showdown,180,Q♣K♠,6♥J♣,KQo,J6o,fold,call,-660,646
5111,3♥6♥J♠2♥2♦,h_bot,showdown,100,6♣2♣,K♣8♣,62s,K8s,fold,call,-570,556
5112,K♣3♦9♦3♣A♣,h_bot,showdown,210,7♦3♥,Q♠2♣,73o,Q2o,fold,raise,-450,436
5113,2♥5♣7♥T♥6♠,r_bot,showdown,290,Q♠J♠,Q♦K♣,QJs,KQo,raise,fold,-620,606
5114,8♥T♥7♠J♥Q♦,r_bot,showdown,340,T♣3♥,Q♣2♠,T3o,Q2o,fold,call,-790,776
5115,8♦6♦6♠J♦T♣,r_bot,showdown,420,9♣J♠,K♥J♥,J9o,KJs,raise,call,-1000,986
5116,A♣3♣K♦T♣Q♦,h_bot,showdown,10,T♥8♥,2♥3♥,T8s,32s,raise,call,-990,976
5117,8♥8♦A♠5♥J♥,r_bot,showdown,50,Q♠K♥,7♣J♦,KQo,J7o,fold,raise,-1000,986
5118,4♠3♥A♥8♠K♥,h_bot,showdown,10,K♣A♣,4♥Q♦,AKs,Q4o,raise,call,-990,976
5119,5♠A♥7♦8♥J♦,h_bot,showdown,10,7♥A♠,2♦9♥,A7o,92o,fold,call,-990,976
5120,8♣7♦6♥6♠6♦,h_bot,showdown,10,9♥J♠,J♥3♣,J9o,J3o,fold,call,-980,966
5121,9♥7♦3♥9♠T♣,h_bot,showdown,10,6♣3♠,5♥8♣,63o,85o,fold,call,-980,966
5122,Q♥4♦4♣5♠Q♦,r_bot,showdown,10,8♥7♣,9♣K♦,87o,K9o,fold,call,-980,966
5123,6♠7♠7♦K♠Q♦,r_bot,showdown,10,4♦5♥,T♥9♦,54o,T9o,fold,call,-990,976
5124,4♣A♦J♠2♥J♥,r_bot,showdown,10,T♥6♦,A♠Q♠,T6o,AQs,fold,call,-990,976
5125,K♥K♦3♥2♠7♥,r_bot,showdown,10,9♦T♦,Q♦K♠,T9s,KQo,raise,fold,-1000,986
5126,2♦9♥7♣8♠4♠,h_bot,showdown,10,8♥T♠,K♦T♣,T8o,KTo,fold,call,-990,976
5127,A♥A♣5♥Q♣T♠,r_bot,showdown,20,6♥9♠,T♥J♠,96o,JTo,fold,call,-1000,986
5128,T♥Q♦7♣8♦3♥,r_bot,showdown,50,6♣J♣,K♥6♠,J6s,K6o,fold,raise,-1000,986
5129,J♥A♠A♦J♣K♦,h_bot|r_bot,split,50,6♥2♦,8♦7♥,62o,87o,fold,call,-975,961
5130,8♥K♣T♣6♠3♦,r_bot,showdown,105,2♠Q♥,5♥A♠,Q2o,A5o,fold,raise,-1000,986
5131,T♥4♣4♦T♣7♦,h_bot,showdown,80,5♥T♠,A♣5♦,T5o,A5o,fold,call,-920,906
5132,5♥J♠4♦7♦6♦,h_bot,showdown,190,2♦2♣,9♦2♥,22,92o,raise,raise,-810,796
5133,7♥9♠T♠9♣T♣,h_bot,showdown,120,Q♠9♥,Q♣4♠,Q9o,Q4o,fold,call,-700,686
5134,2♦A♥K♠K♥A♠,r_bot,showdown,220,6♣3♥,8♦6♦,63o,86s,fold,call,-810,796
5135,A♦Q♣T♣J♥7♠,h_bot,showdown,320,K♦A♠,5♥Q♦,AKo,Q5o,raise,call,-650,636
5136,2♠A♣7♦Q♣3♦,h_bot,showdown,320,K♣J♦,5♠J♣,KJo,J5o,fold,call,-490,476
5137,A♥8♠5♦6♣2♦,h_bot,showdown,170,5♣6♠,7♥T♠,65o,T7o,fold,call,-330,316
5138,9♣7♠5♦T♦5♥,h_bot,showdown,170,9♥6♠,7♣K♦,96o,K7o,fold,fold,-320,306
5139,Q♦8♥Q♠T♥A♠,h_bot,showdown,170,K♦2♦,4♦J♥,K2s,J4o,fold,call,-160,146
5140,K♦A♥8♣4♦2♥,h_bot,showdown,420,2♦2♠,J♦8♥,22,J8o,raise,call,50,-64
5141,7♦5♠J♦J♠7♣,r_bot,showdown,470,3♠Q♠,J♣A♣,Q3s,AJs,raise,fold,-210,196
5142,4♥3♠3♣2♣J♣,h_bot,showdown,550,3♥6♠,5♦9♠,63o,95o,fold,raise,80,-94
5143,4♠Q♣Q♦4♣7♣,r_bot,showdown,680,9♦8♣,6♣T♥,98o,T6o,raise,call,-260,246
5144,9♥T♦3♥6♥T♠,r_bot,showdown,780,K♦5♦,A♥9♦,K5s,A9o,raise,call,-650,636
5145,9♣J♥A♠Q♣7♣,h_bot,showdown,740,2♥Q♥,5♦9♠,Q2s,95o,raise,call,-260,246
5146,T♥6♠5♠2♣J♥,h_bot,showdown,730,5♦2♦,4♠T♣,52s,T4o,fold,raise,120,-134
5147,K♣7♣3♥5♦4♥,r_bot,showdown,390,8♦3♠,J♣J♥,83o,JJ,fold,call,110,-124
5148,9♥8♥T♥A♠6♣,r_bot,showdown,860,J♠5♦,T♠4♣,J5o,T4o,raise,call,-320,306
5149,2♦7♣3♥9♣4♥,r_bot,showdown,960,6♦T♦,Q♥6♠,T6s,Q6o,raise,call,-800,786
5150,8♠4♦J♠7♠4♥,r_bot,showdown,400,6♣6♥,A♥J♥,66,AJs,raise,call,-1000,986
5151,Q♣5♥K♠8♣6♣,r_bot,showdown,240,2♥4♠,8♠2♠,42o,82s,call,raise,-1000,986
5152,3♣4♦3♠4♥4♣,h_bot|r_bot,split,10,7♥8♣,A♣K♠,87o,AKo,fold,fold,-995,981
5153,A♦2♣Q♦9♠3♥,h_bot,showdown,245,3♠2♠,5♥Q♣,32s,Q5o,fold,call,-755,741
5154,A♦4♣J♥A♥3♥,h_bot,showdown,250,J♠6♠,Q♦2♣,J6s,Q2o,fold,fold,-745,731
5155,4♣5♦6♣4♠7♣,r_bot,showdown,250,9♣J♦,T♠8♦,J9o,T8o,fold,call,-755,741
5156,7♠8♠9♥2♥5♦,h_bot,showdown,480,4♦6♠,Q♦A♣,64o,AQo,fold,call,-515,501
5157,6♠T♥7♣K♦8♦,h_bot,showdown,580,T♦J♣,7♦4♠,JTo,74o,raise,call,-225,211
5158,8♦5♣2♣4♦J♣,h_bot,showdown,300,8♥6♥,5♦Q♦,86s,Q5s,fold,fold,-215,201
5159,6♠6♦8♥K♣7♦,r_bot,showdown,630,8♣9♦,4♠K♥,98o,K4o,raise,fold,-555,541
5160,K♦3♣J♣4♠2♣,h_bot,showdown,680,6♠5♥,9♥7♠,65o,97o,fold,call,-215,201
5161,5♥8♦7♦Q♣7♥,h_bot,showdown,350,Q♦9♥,6♦T♥,Q9o,T6o,fold,call,125,-139
5162,K♣5♠7♠4♦5♥,h_bot,showdown,710,8♣8♦,3♦8♥,88,83o,fold,raise,495,-509
5163,9♦J♣3♥8♦2♣,r_bot,showdown,380,4♠T♥,8♥J♥,T4o,J8s,fold,call,485,-499
5164,T♣J♠5♦9♥5♣,h_bot|r_bot,split,740,6♠9♣,3♥9♦,96o,93o,fold,call,485,-499
5165,J♥9♦4♣K♣6♠,r_bot,showdown,380,A♠2♣,2♥J♣,A2o,J2o,fold,call,475,-489
5166,2♣2♦7♠3♣6♦,r_bot,showdown,380,K♣8♦,7♦J♦,K8o,J7s,fold,fold,105,-119
5167,J♣Q♦7♣T♥3♥,r_bot,showdown,380,J♠9♠,4♠Q♠,J9s,Q4s,fold,call,95,-109
5168,A♠8♠Q♠2♠A♥,h_bot,showdown,740,Q♣5♣,3♣4♥,Q5s,43o,fold,call,465,-479
5169,Q♦T♠8♦J♦K♦,h_bot,showdown,380,Q♣5♣,3♥3♣,Q5s,33,fold,call,835,-849
5170,8♠K♦Q♥T♦5♥,h_bot|r_bot,split,521,T♥2♥,4♠T♣,T2s,T4o,fold,call,725,-740
5171,7♥2♣8♥9♦8♠,h_bot,showdown,270,Q♥7♣,T♦K♥,Q7o,KTo,fold,call,985,-1000
5172,Q♦A♣6♠5♥K♥,h_bot,showdown,370,A♥8♠,3♠K♠,A8o,K3s,fold,call,985,-1000
5173,Q♦2♥4♣J♦8♦,r_bot,showdown,420,T♣7♥,A♦6♦,T7o,A6s,raise,call,565,-580
5174,7♥3♣7♦T♠3♦,h_bot,showdown,840,3♥4♥,2♦J♦,43s,J2s,fold,call,985,-1000
5175,8♣Q♣3♠2♥5♠,h_bot,showdown,10,2♦A♣,T♠9♠,A2o,T9s,fold,raise,985,-1000
5176,A♠J♣7♠Q♣4♥,r_bot,showdown,50,2♦9♠,6♣7♣,92o,76s,raise,raise,935,-950
5177,6♦2♠5♣2♥6♣,h_bot,showdown,10,4♥J♦,T♦8♠,J4o,T8o,fold,call,935,-950
5178,A♦7♣7♦9♠9♣,h_bot|r_bot,split,60,5♥2♦,8♠Q♠,52o,Q8s,raise,fold,915,-930
5179,J♠9♠6♦8♠8♦,r_bot,showdown,170,2♠2♣,5♣9♣,22,95s,raise,call,815,-830
5180,J♣4♣K♥3♦2♥,r_bot,showdown,110,T♦2♦,2♣J♠,T2s,J2o,fold,fold,715,-730
5181,6♦2♥A♦6♥9♠,h_bot,showdown,110,9♣7♣,J♦T♥,97s,JTo,fold,call,815,-830
5182,J♦J♣9♣6♣K♠,h_bot,showdown,110,Q♥9♠,3♦6♦,Q9o,63s,fold,fold,825,-840
5183,3♥9♣K♣J♣7♦,r_bot,showdown,110,4♦5♠,Q♠8♠,54o,Q8s,fold,call,815,-830
5184,A♥K♠6♣3♣5♥,h_bot,showdown,230,6♦2♥,Q♠T♥,62o,QTo,fold,raise,945,-960
5185,5♦K♥4♦T♣3♠,h_bot,showdown,220,K♠9♦,2♣8♥,K9o,82o,raise,raise,985,-1000
5186,K♦7♣5♠8♦A♥,r_bot,showdown,40,T♣5♣,4♠7♦,T5s,74o,fold,call,945,-960
5187,A♦J♠6♦5♠T♠,r_bot,showdown,50,J♣9♦,7♥A♥,J9o,A7s,fold,call,935,-950
5188,5♥A♣2♠4♥Q♦,h_bot|r_bot,split,80,J♦Q♣,Q♥J♣,QJo,QJo,fold,call,935,-950
5189,6♠K♥2♦4♥3♦,h_bot,showdown,50,5♦Q♦,8♥2♣,Q5s,82o,fold,call,975,-990
5190,8♥9♥A♥T♥2♣,r_bot,showdown,100,5♠8♦,T♣9♦,85o,T9o,raise,call,885,-900
5191,J♦A♠9♣5♠6♥,h_bot,showdown,100,9♠3♥,K♣4♦,93o,K4o,fold,call,975,-990
5192,2♦4♣T♦6♦8♠,h_bot,showdown,100,2♥Q♥,Q♣A♠,Q2s,AQo,call,fold,985,-1000
5193,6♥2♠2♥5♥7♥,h_bot,showdown,10,K♥Q♣,3♣8♣,KQo,83s,fold,call,985,-1000
5194,5♥8♠3♣J♣7♣,h_bot,showdown,90,8♦T♣,K♦A♦,T8o,AKs,fold,call,985,-1000
5195,Q♠3♥K♣4♦7♣,h_bot,showdown,140,9♠K♥,Q♥2♣,K9o,Q2o,raise,fold,985,-1000
5196,8♦6♠6♣A♠T♣,r_bot,showdown,140,2♣5♣,A♦4♦,52s,A4s,fold,call,845,-860
5197,7♠T♦5♠K♠9♦,r_bot,showdown,150,4♦2♠,6♦3♦,42o,63s,fold,raise,835,-850
5198,3♦A♦T♦Q♦Q♣,r_bot,showdown,150,8♥4♠,9♠K♠,84o,K9s,fold,fold,695,-710
5199,7♥6♦3♥T♣Q♥,r_bot,showdown,150,7♣5♥,Q♠K♠,75o,KQs,fold,call,685,-700
5200,A♠Q♦J♦4♦J♥,r_bot,showdown,380,4♣9♦,5♦T♦,94o,T5s,raise,call,495,-510
5201,2♦2♣5♣K♦8♦,r_bot,showdown,200,4♠3♠,J♦3♥,43s,J3o,fold,call,485,-500
5202,4♥7♠4♣7♥J♦,h_bot,showdown,380,5♠K♦,2♣8♣,K5o,82s,fold,call,675,-690
5203,2♠T♣Q♦4♥9♦,r_bot,showdown,480,5♠9♥,T♠3♣,95o,T3o,raise,call,435,-450
5204,6♥T♦8♥9♦9♣,r_bot,showdown,480,4♥2♦,4♠A♠,42o,A4s,fold,call,195,-210
5205,4♣T♥6♥5♥9♦,h_bot,showdown,250,6♠K♣,J♣3♥,K6o,J3o,fold,call,435,-450
5206,9♠7♦J♦T♦T♣,r_bot,showdown,480,A♦5♥,5♣8♦,A5o,85o,fold,call,195,-210
5207,J♣3♣6♦6♠4♦,r_bot,showdown,580,9♠T♠,5♠7♥,T9s,75o,raise,call,-95,80
5208,2♠7♥9♦A♣T♣,h_bot,showdown,680,2♥T♦,4♦A♠,T2o,A4o,raise,call,245,-260
5209,9♦2♦J♦K♥4♠,h_bot,showdown,350,J♣2♥,2♣Q♠,J2o,Q2o,fold,call,585,-600
5210,4♠9♣2♠K♥7♥,r_bot,showdown,710,2♣Q♠,T♠K♦,Q2o,KTo,fold,raise,245,-260
5211,9♣K♠T♠4♣J♠,h_bot,showdown,790,8♣J♣,5♣2♥,J8s,52o,raise,fold,615,-630
5212,T♠3♦8♥2♦8♦,r_bot,showdown,790,9♥7♥,T♣Q♥,97s,QTo,fold,call,195,-210
5213,Q♦A♦2♦7♣Q♣,r_bot,showdown,970,J♥5♣,T♥J♦,J5o,JTo,raise,raise,-275,260
5214,Q♦9♣5♦5♣7♠,h_bot|r_bot,split,510,K♦6♠,8♠K♥,K6o,K8o,fold,fold,-520,505
5215,Q♥4♥4♦6♣3♣,h_bot,showdown,510,T♦4♣,7♦2♣,T4o,72o,fold,call,-20,5
5216,5♦4♠7♦J♠4♣,r_bot,showdown,560,9♠T♥,Q♦3♥,T9o,Q3o,raise,fold,-570,555
5217,Q♥Q♦2♣9♠5♦,h_bot,showdown,560,K♦Q♣,9♦T♠,KQo,T9o,fold,call,-20,5
5218,4♠3♦4♦A♦J♥,h_bot,showdown,1200,5♥2♣,4♥9♥,52o,94s,raise,call,580,-595
5219,T♠7♥8♦6♣3♠,r_bot,showdown,415,T♥8♣,9♣7♣,T8o,97s,fold,call,570,-585
